2024-05-07 22:00	21.0000
2024-05-07 23:00	21.0000
2024-05-08 01:00	21.0000
2024-05-08 02:00	21.0000
2024-05-08 03:00	21.0000
2024-05-08 04:00	21.0000
2024-05-08 05:00	21.0000
2024-05-08 06:00	21.0000
2024-05-08 07:00	21.0000
2024-05-08 08:00	21.0000
2024-05-08 09:00	21.0000
2024-05-08 10:00	21.0000
2024-05-08 11:00	21.0000
2024-05-08 12:00	21.0000
2024-05-08 13:00	21.0000
2024-05-08 14:00	21.0000
2024-05-08 15:00	21.0000
2024-05-08 16:00	21.0000
2024-05-08 17:00	21.0000
2024-05-08 18:00	21.0000
2024-05-08 19:00	21.0000
2024-05-08 20:00	21.0000
2024-05-08 21:00	21.0000
2024-05-08 22:00	21.0000
2024-05-08 23:00	21.0000
2024-05-09 00:00	21.0000
2024-05-09 01:00	21.0000
2024-05-09 02:00	21.0000
2024-05-09 03:00	21.0000
2024-05-09 04:00	21.0000
2024-05-09 05:00	21.0000
2024-05-09 06:00	21.0000
2024-05-09 07:00	21.0000
2024-05-09 08:00	21.0000
2024-05-09 09:00	21.0000
2024-05-09 10:00	21.0000
2024-05-09 11:00	21.0000
2024-05-09 12:00	21.0000
2024-05-09 13:00	21.0000
2024-05-09 14:00	21.0000
2024-05-09 15:00	21.0000
2024-05-09 16:00	21.0000
2024-05-09 17:00	21.0000
2024-05-09 18:00	21.0000
2024-05-09 19:00	21.0000
2024-05-09 20:00	21.0000
2024-05-09 21:00	21.0000
2024-05-09 22:00	21.0000
2024-05-09 23:00	21.0000
2024-05-10 00:00	21.0000
2024-05-10 01:00	21.0000
2024-05-10 21:03	21.0000
