0 7.900000095367432
1 7.900000095367432
2 7.900000095367432
3 7.900000095367432
4 7.900000095367432
5 7.900000095367432
6 7.900000095367432
7 7.900000095367432
8 7.900000095367432
9 7.900000095367432
10 7.900000095367432
11 7.900000095367432
12 7.900000095367432
13 7.900000095367432
14 7.900000095367432
15 7.900000095367432
16 7.900000095367432
17 7.900000095367432
18 7.900000095367432
19 7.900000095367432
20 7.900000095367432
21 7.900000095367432
22 7.900000095367432
23 7.900000095367432
0 7.900000095367432
1 7.900000095367432
2 7.900000095367432
3 7.900000095367432
4 7.900000095367432
5 7.900000095367432
6 7.900000095367432
7 7.900000095367432
8 7.900000095367432
9 7.900000095367432
10 7.900000095367432
11 7.900000095367432
12 7.900000095367432
13 7.900000095367432
14 7.900000095367432
15 7.900000095367432
16 7.900000095367432
17 7.900000095367432
18 7.900000095367432
19 7.900000095367432
20 7.900000095367432
21 7.900000095367432
22 7.900000095367432
23 7.900000095367432
0 7.900000095367432
1 7.900000095367432
2 7.900000095367432
3 7.900000095367432
4 7.900000095367432
5 7.900000095367432
6 7.900000095367432
7 7.900000095367432
8 7.900000095367432
9 7.900000095367432
10 7.900000095367432
11 7.900000095367432
12 7.900000095367432
13 7.900000095367432
14 7.900000095367432
15 7.900000095367432
16 7.900000095367432
17 7.900000095367432
18 7.900000095367432
19 7.900000095367432
20 7.900000095367432
21 7.900000095367432
22 7.900000095367432
23 7.900000095367432
0 7.900000095367432
1 7.900000095367432
2 7.900000095367432
3 7.900000095367432
4 7.900000095367432
5 7.900000095367432
6 7.900000095367432
7 7.900000095367432
8 7.900000095367432
9 7.900000095367432
10 7.900000095367432
11 7.900000095367432
12 7.900000095367432
13 7.900000095367432
14 7.900000095367432
15 7.900000095367432
16 7.900000095367432
17 7.900000095367432
18 7.900000095367432
19 7.900000095367432
20 7.900000095367432
21 7.900000095367432
22 7.900000095367432
23 7.900000095367432
