0 21.0000
1 21.0000
2 21.0000
3 21.0000
4 21.0000
5 21.0000
6 21.0000
7 21.0000
8 21.0000
9 21.0000
10 21.0000
11 21.0000
12 21.0000
13 21.0000
14 21.0000
15 21.0000
16 21.0000
17 21.0000
18 21.0000
19 21.0000
20 21.0000
21 21.0000
22 21.0000
23 21.0000
0 21.0000
1 21.0000
2 21.0000
3 21.0000
4 21.0000
5 21.0000
6 21.0000
7 21.0000
8 21.0000
9 21.0000
10 21.0000
11 21.0000
12 21.0000
13 21.0000
14 21.0000
15 21.0000
16 21.0000
17 21.0000
18 21.0000
19 21.0000
20 21.0000
21 21.0000
22 21.0000
23 21.0000
0 21.0000
1 21.0000
2 21.0000
3 21.0000
4 21.0000
5 21.0000
6 21.0000
7 21.0000
8 21.0000
9 21.0000
10 21.0000
11 21.0000
12 21.0000
13 21.0000
14 21.0000
15 21.0000
16 21.0000
17 21.0000
18 21.0000
19 21.0000
20 21.0000
21 21.0000
22 21.0000
23 21.0000
0 21.0000
1 21.0000
2 21.0000
3 21.0000
4 21.0000
5 21.0000
6 21.0000
7 21.0000
8 21.0000
9 21.0000
10 21.0000
11 21.0000
12 21.0000
13 21.0000
14 21.0000
15 21.0000
16 21.0000
17 21.0000
18 21.0000
19 21.0000
20 21.0000
21 21.0000
22 21.0000
23 21.0000
