0 9.0000
1 9.0000
2 9.0000
3 9.0000
4 9.0000
5 9.0000
6 9.0000
7 9.0000
8 9.0000
9 9.0000
10 9.0000
11 9.0000
12 9.0000
13 9.0000
14 9.0000
15 9.0000
16 9.0000
17 9.0000
18 9.0000
19 9.0000
20 9.0000
21 9.0000
22 9.0000
23 9.0000
0 9.0000
1 9.0000
2 9.0000
3 9.0000
4 9.0000
5 9.0000
6 9.0000
7 9.0000
8 9.0000
9 9.0000
10 9.0000
11 9.0000
12 9.0000
13 9.0000
14 9.0000
15 9.0000
16 9.0000
17 9.0000
18 9.0000
19 9.0000
20 9.0000
21 9.0000
22 9.0000
23 9.0000
0 9.0000
1 9.0000
2 9.0000
3 9.0000
4 9.0000
5 9.0000
6 9.0000
7 9.0000
8 9.0000
9 9.0000
10 9.0000
11 9.0000
12 9.0000
13 9.0000
14 9.0000
15 9.0000
16 9.0000
17 9.0000
18 9.0000
19 9.0000
20 9.0000
21 9.0000
22 9.0000
23 9.0000
0 9.0000
1 9.0000
2 9.0000
3 9.0000
4 9.0000
5 9.0000
6 9.0000
7 9.0000
8 9.0000
9 9.0000
10 9.0000
11 9.0000
12 9.0000
13 9.0000
14 9.0000
15 9.0000
16 9.0000
17 9.0000
18 9.0000
19 9.0000
20 9.0000
21 9.0000
22 9.0000
23 9.0000
